"scaleworth","MR1","MR2","MR3","MR4","MR5"
-0.422012911332247,-0.334292294888894,0.80037702361064,-1.92487335568641,0.075514232809097,0.378967097530459
0.646072167873874,-0.696453381820696,0.397275435316982,-0.118273918241715,-0.0306303628223285,0.535666359438305
0.602102956523822,-1.08816435611791,0.200418787890874,-1.49501030039346,0.73403772307875,-0.688237148289145
-0.401551310364577,-0.600537635687524,1.06362992655583,-1.71297044637906,0.170034785421322,0.473327438824117
0.0505656866053529,-1.6075205586188,0.455375017029201,-1.5958808173162,0.106448665090407,-1.03051233064575
0.96705215187024,-0.559553264066346,0.89680164020184,-0.287057398569748,0.132414168777318,0.551459661235958
-1.72964767339515,-0.407883768873514,0.199099956179441,-0.331379863068362,-0.684983780446273,0.075030419281726
1.1948629482177,-0.163226887640746,0.561591669802667,-1.46448685252052,-0.432369155299345,-0.689957866850593
1.32769690724053,-0.677510152945325,-0.0587045008345047,-0.406286139951349,0.446014901972127,-0.0195164435790739
0.175584908930501,-0.695647963984552,0.406304258569221,0.477509931868809,0.416890220629228,-0.144598628344558
-1.35612229100031,-0.135017421269683,-1.2768295777086,-0.523112917118561,-0.349859813194815,1.11720842300974
-0.602396439078898,-0.941017800856374,0.449946674917557,-0.791953582033114,1.76282452532621,-0.943233341074049
-0.114869565800597,-2.29416326701631,-0.718623266518249,-0.723783335256873,0.770015891689002,-0.442033088211595
0.476005198749802,-1.12276428204447,-0.299073581186752,0.664310787537802,-0.309154874232312,0.4858597836311
-0.663459994521398,-2.94591193597591,-0.528679478005672,-0.300650797434001,0.419742451036373,-0.340291736331687
0.00257661766488271,-0.835493563159966,0.166671054149312,-1.4167628675453,0.779070017497307,0.912363525751594
-0.0882814031972423,-0.698539404294619,-2.0163711526073,-0.259933266305964,0.18526901555489,1.90428253804738
1.38052466241175,-0.169039068778619,0.35418309713468,0.0784666429060381,0.941923466822584,-0.501269364862707
-1.38524975113209,-2.57358272357294,-1.07484575659587,-0.939311219662327,-1.37134851689812,-0.429760711078081
1.32841762981041,0.248879980104213,-1.38395068189628,-1.0778982474621,-0.907743593744156,0.151309872759638
0.228391894202573,-0.770631565413572,-0.00886818447886079,-0.964241762056539,-1.37274507169551,0.437138068096658
1.16223170105338,-1.84101832755901,-0.57985813398095,-0.406577761717447,3.14165045562972,-0.640717040737647
-0.606435911846125,-1.70207784987382,2.0232151263348,-0.41998696687924,-0.72975481630682,0.265652174861897
-1.59063793764451,-0.656870378693378,-0.170983914139037,-0.577815158033308,0.480634852745411,-0.898303800114498
-0.940364953880413,0.191077184938677,-1.58137325666188,-0.982265205358134,-1.88983725135177,-0.276822290332619
0.817299718046128,-0.718731597120192,0.557574491132429,0.15002771311831,1.52282682760424,0.441120446821596
-0.824983430970349,0.300021737772517,-1.52088328263932,-1.13464892511407,-1.63400329115806,-0.130784678610229
1.03233244675249,-1.17616201855797,0.725569329132206,0.456526951262308,1.64347711819235,1.81089327025112
0.356392298213413,-0.400056405546549,0.79112927394326,-0.529633250203928,0.802816512098969,2.4499955986866
0.418761328069011,-0.135946899832227,-0.0546217702913871,-0.642024123468782,0.814047654802305,0.468576392613213
0.154195482882808,0.842030949656987,-0.672354787560089,-0.299369256213623,1.14868217434407,0.11549659996947
-0.27800655764822,1.2925044382969,-2.56534520213283,-0.693227797146866,-0.388033197733446,1.51918614917331
0.75913619143093,-0.349188695898159,-0.886501169488677,1.1048418887527,-0.875916177587801,0.218737124557039
0.488772140059371,-0.60863315689657,1.18836175437286,0.533215137678974,-1.073773373404,-0.494496028969826
0.227843270985186,-1.00390795516212,1.53169495774,-0.958710402372767,-1.79371352208654,0.161276344690658
0.521061194644282,-0.71811000886916,1.78277041253808,0.088612680422326,-1.28025630797551,-0.199331862540054
-0.824670681405745,1.8692119336487,-1.02094829937075,-0.371985020517981,0.534251995396941,-0.0375460151940419
-0.170234599933276,0.8413690010268,-1.70176826538922,-0.652668993583292,-0.0596100460085388,1.38800140235362
0.797779972990766,-0.144164596604748,-0.540568570883994,0.0236026477436126,1.2663516855518,-0.532620097366723
0.600810659371534,0.896720149604118,-1.43414925804811,-0.188075605984375,0.300646039185704,1.84916842876129
0.961825839608678,0.845963146734677,-1.09769785292985,-0.916768867961666,0.0564651869272846,1.54365147019807
-0.166016010156431,0.953392297982968,-1.35762165255644,-0.270823835063208,-0.513225284824178,0.755643576544591
-2.55336775325952,-2.22746718308542,-1.60692891736371,-1.60310938221314,0.735605998038692,-1.0821035442161
1.42340415804036,-0.484212381705952,-0.934041675499491,0.277449899459328,-1.17280075965095,-0.349403286008796
-0.274590453702253,0.174457732391771,1.72167968512174,-1.90598371489074,-0.977496642745052,-1.69196198963933
-1.02478828842794,-2.51459764175968,-1.55925063077976,-0.984392301647155,0.25394462818889,-1.19391262996464
0.61833394364523,-0.11473857943736,1.225474872134,-1.2072662007,-0.537370006974813,-0.769673625852328
0.681996323366748,-0.0747918480530358,-0.560512533653789,-2.30448369627622,0.617048509145578,-0.0701377458047543
-0.590543612991921,1.45139949313978,0.380951631584022,-0.503835263253685,0.132872891804452,-0.461793752225588
-0.176575891479134,1.30608932692496,-0.0908381245588279,0.141297004558567,-0.179082927992019,0.0788508781521401
-0.708293172937935,1.17241057913256,0.782101418751795,0.230826253274293,-0.916595681802065,0.579390351411802
0.709809727846925,1.42402671707169,-0.0234801695702008,0.189443403073294,-0.109224069635443,-0.0310758066530588
-0.353052546891198,1.05653077762053,0.651849943047293,-0.158470287805907,-0.0602678501021371,0.437621657159108
1.49538311767698,1.20733397007222,0.867542629517602,-0.869831318344098,0.415555000344736,-0.973435979718411
0.248400782062257,1.29222849138769,-0.451531985986615,-0.246678218235752,0.951408350668384,0.64763637777962
-0.0965113459795521,1.20574539937097,0.29134938534194,-0.0859107684277773,-0.949375062679387,0.419801879601648
-1.42473125123148,1.50064374656896,-0.552404234886741,-0.877357578408113,1.43870535144218,-1.36961740637576
0.22296893122128,0.910277660269039,-0.705922089114635,-0.154016754900749,0.0946774030001086,1.15799710251922
1.45804185868984,0.277897032623795,0.205841165101016,1.14906276299156,1.40711316279651,-1.33865052580775
0.0316739650484212,-0.72208122946614,-0.394570966550438,-0.0166175916256647,-2.16623018820512,0.273571723079944
-0.269673643472602,-0.0600265462935446,-0.895614265305836,-2.24240279256729,-0.0364287400404795,-0.776018651461483
1.02727487561333,0.459966658038455,-0.304813085640881,1.61062691638402,-1.16856245108924,-0.103261993509522
0.341360396218791,0.366287238651935,0.896032807343745,-1.14589411796065,-0.408604610512235,0.0390201047636256
0.633619213200602,0.0466063554192921,0.923570371262837,-0.65115521361465,-0.0544547624562033,0.984103326812339
0.655997175514934,-0.763372971026454,-0.0063325044131345,-0.190407682344393,1.54400820734011,-0.167614864205184
-2.22237966008138,0.394033117954074,0.877735112933459,1.4881817972147,-0.770516200684791,-2.06983793549506
-1.68416703458764,1.9149618084168,1.49821015915563,1.41129208807357,-0.598498777195771,-0.3997980831935
-1.57825703612516,1.25645329364331,-0.358776788121652,2.91443397796179,0.490794754673271,-0.381475147192109
0.160283670885457,0.18803586335312,-0.16218866576962,1.39255422718432,-0.799134126532516,-0.708373502406377
-0.26396366445891,1.04287641345696,-0.364014999877193,1.25075617256333,1.50001249487609,0.130330988831712
-2.38208223303128,0.606867604808084,1.37521927664417,0.930858264503345,-1.93532529882531,-0.325278308757252
2.03184117396148,0.797815510569217,0.0432417114764448,1.11387970128469,0.290634908169159,-0.321977239339957
0.162107239770566,1.95457432532369,0.0521244060970242,0.830152234219791,0.812654652381659,0.580391197132241
-0.244552453680021,1.6515452118742,-0.0368762774798638,-0.03228459260415,-0.0760510076872686,1.66360725960711
0.23083871694288,1.69200357014134,0.0215983406228888,0.317996266890268,-0.450762151541172,1.15847873298478
0.921938957383974,1.53634566138422,-1.49747366685639,-0.334870721379455,1.33652982570948,0.14055901111233
-0.594385722621263,1.70146581888212,-0.137923410642075,-0.642372058270836,-0.00922278437207715,1.33998166312479
0.905891955053339,1.52810001459719,0.126071046554329,0.259731716304255,0.78177417132384,1.66527466454327
-2.05366627456737,-2.71062527445394,0.684840020133057,-0.553806345669259,0.848064876347906,0.0140908604880262
-0.207052559686338,-0.406780211640165,-1.06860371528321,0.739262165296167,0.97787887961935,1.02115130575147
0.325817633763537,1.00829815102012,-0.0963477143038487,0.447857400869034,-0.302591637097727,0.807017180828655
-0.724507643896433,-2.50110559618016,-0.88590754187072,0.442724286411731,0.525092975844798,1.04041372556522
1.33684331899999,-0.64811600315053,-2.5046438519785,1.90068412205592,-0.523388721720374,1.16834636332306
0.906832144647698,2.27855187616541,-0.524780868928469,-2.36329950385491,0.224889646052269,-1.25036324898246
0.250493506550457,0.528445300989511,-0.391308357213651,-1.17536991135029,1.61014573596846,-0.114378402078429
-0.855046176798273,0.318472652701136,1.61575283842391,1.24713595946724,-0.800523131747866,-0.147722594966767
0.969997781525599,0.40528259145276,0.125882203953515,1.45848389492053,-0.704466917137403,-1.14881479441393
-0.306986878538655,0.222235011523785,0.980155366312945,0.30645343972128,-1.0011562968519,0.534028944083475
1.09023893852446,0.342620844645737,0.116265292472784,-0.105292303400612,1.17147420126205,1.35753695232044
-0.208101315854085,0.129461526664113,1.48105930850956,-0.0249475709200298,-0.0618603746443267,0.765558672733491
0.0947940776287361,0.793102353392183,0.402649663300058,1.01871533874754,0.642811635162412,0.30481069575324
