chromahist3.normentropy.minlog,chromahist3.normentropy.minlog.corpus.pdf.rank.logit,chromahist3.normentropy.minlog.song.pdf.rank.logit,chromahist3_int.corpus.information,chromahist3_int.corpus.tau,chromahist3_int.song.information,chromahist3_int.song.tau,harmonisation.normentropy.minlog,harmonisation.normentropy.minlog.corpus.pdf.rank.logit,harmonisation.normentropy.minlog.song.pdf.rank.logit,harmonisation_int.corpus.information,harmonisation_int.corpus.tau,harmonisation_int.song.information,harmonisation_int.song.tau,loudness.mean,loudness.mean.corpus.pdf.rank.logit,loudness.mean.song.pdf.rank.logit,loudness.std,loudness.std.corpus.pdf.rank.logit,loudness.std.song.pdf.rank.logit,melody.mean,melody.mean.corpus.pdf.rank.logit,melody.mean.song.pdf.rank.logit,melody.std.log,melody.std.log.corpus.pdf.rank.logit,melody.std.log.song.pdf.rank.logit,mfcc.mean.corpus.indeppdf.rank.logit,mfcc.mean.song.indeppdf.rank.logit,mfcc.totvar.log,mfcc.totvar.log.corpus.pdf.rank.logit,mfcc.totvar.log.song.pdf.rank.logit,pitchhist3.normentropy.minlog,pitchhist3.normentropy.minlog.corpus.pdf.rank.logit,pitchhist3.normentropy.minlog.song.pdf.rank.logit,pitchhist3_int.corpus.information,pitchhist3_int.corpus.tau,pitchhist3_int.song.information,pitchhist3_int.song.tau,roughness.mean.log,roughness.mean.log.corpus.pdf.rank.logit,roughness.mean.log.song.pdf.rank.logit,segment.id,sharpness.mean,sharpness.mean.corpus.pdf.rank.logit,sharpness.mean.song.pdf.rank.logit,song.id
-2.674360956943415,1.7488870126355829,3.9702919135521175,4.866537610436153,0.8556678583232155,4.860874848939648,0.9221315421170665,-1.2618496981112057,-1.2007417837444896,-0.45198512374305744,2.3120375757535796,0.6969696969696969,2.293455190830786,0.8484848484848484,18.292872663551403,-0.5970859680503977,0.2984929885559966,3.6839481472893008,0.17099109762250564,1.1486227092427708,63.36666667534402,0.2572732758154974,1.6094379124340998,1.6503577031532766,0.36211466723455066,3.9702919135521175,-0.16240291348743552,-0.45198512374305744,4.686821606478091,0.18818667624635255,1.363304842895192,-0.4470425373749099,-2.159880681469565,-0.7777045685880084,3.112023714989342,0.4829059829059829,2.9605052590566387,0.5262237762237763,5.373483276549145,1.9680240723138196,1.9042374526547452,Bruce Springsteen-Jungleland-106533,28.84509345794393,1.376991968457577,-0.2984929885559966,Bruce Springsteen-Jungleland
-2.7916571041783604,3.445049264191003,0.9555114450274362,4.90045855129765,0.8878546354361968,4.9045801799062065,0.9429010342039637,-1.707538116757154,1.909848549263262,-0.2984929885559966,2.43917166436848,0.5454545454545454,2.440471183765128,0.8181818181818181,23.21200817757009,-1.7830799355083324,-0.610909082322973,3.6274864210285074,0.2833301849493235,2.8332133440562153,69.5781272572239,-0.6629141698997516,0.14842000511827302,0.8670518776078621,-1.5591128285465847,-2.833213344056216,2.533236620668132,0.9555114450274362,3.999841961911358,-3.1925873449641133,-2.2823823856765264,-0.9202519748418864,0.8595117526811415,0.2984929885559966,3.9795316547859176,0.4448329448329448,3.993800722793547,0.3778166278166278,6.2041633484874765,0.39747571807468574,0.14842000511827302,Bruce Springsteen-Jungleland-352246,27.43744976635514,3.250374491927572,0.9555114450274362,Bruce Springsteen-Jungleland
-2.8812494591766753,3.085483795354487,0.2984929885559966,4.900560480094989,0.9499885691384509,4.906223848311053,0.9046393352643198,-2.1828267608058187,-0.7011536284536868,-0.9555114450274362,2.4385075387110224,0.6969696969696969,2.4434963803003393,0.8484848484848484,15.99972593457944,0.10243489187644983,2.282382385676525,4.166606362755486,0.720458114954016,0.45198512374305694,60.15167683211733,1.6352457963899725,-0.2984929885559966,1.4489623197723873,2.092702736621219,0.610909082322973,0.5142385963622305,2.8332133440562153,4.76806592453134,0.5970859680503977,0.7777045685880081,-1.4904263760080263,-1.6197075790715565,-0.9555114450274362,4.64229439175378,0.6421911421911422,4.718763837172171,0.6124708624708625,5.709717389032214,3.0356236025812935,2.282382385676525,Bruce Springsteen-Jungleland-118932,31.740245327102805,0.18818667624635255,-1.1486227092427712,Bruce Springsteen-Jungleland
-3.4482536781564117,-0.04265038735036997,-3.970291913552122,4.926874847341663,0.916723812000331,4.940774343972871,0.8784280893604313,-2.3468081370307874,-1.8181263450687972,-2.833213344056216,2.4046198035470634,0.8484848484848484,2.40791634696463,0.8181818181818181,17.107056074766355,-0.2920366672022956,0.7777045685880081,3.0582741623333587,-0.2833301849493235,0.9555114450274362,61.27497796130688,1.084447745899459,0.0,1.4377682059873964,2.3061082910013626,0.45198512374305694,2.0498009603935414,-1.6094379124341003,4.4868839525317386,-0.7791693678977996,2.282382385676525,-1.6526803999331425,-2.597548285943965,-2.833213344056216,4.778973446531702,0.5355477855477855,4.814095217778837,0.6107226107226107,5.875323827100081,1.6990894792142732,1.1486227092427708,Bruce Springsteen-Jungleland-143917,33.970114485981306,-0.42415724112031716,-3.970291913552122,Bruce Springsteen-Jungleland
-3.002779610481798,1.6668200149004146,-0.610909082322973,4.905824532285672,0.9289839472077759,4.913414589690392,0.882192726630469,-2.20882198511989,-0.8391883379920144,-1.1486227092427712,2.4543604533751884,0.606060606060606,2.4697987965938957,0.5757575757575757,16.865241822429905,-0.21403296324375087,0.9555114450274362,5.731193815285582,-0.08533960173261768,-2.833213344056216,64.9325459798177,-0.21403296324375087,2.282382385676525,1.3823888636858257,5.22896728841325,0.0,2.114703553648216,0.7777045685880081,4.867230485351672,0.8903152454708942,0.2984929885559966,-1.5205747336901159,-1.8004931491968095,-1.363304842895192,4.718059420784774,0.37062937062937057,4.774897618724582,0.4454156954156954,5.543516214172298,3.192587344964112,3.9702919135521175,Bruce Springsteen-Jungleland-158545,31.55543691588785,0.2833301849493235,-0.7777045685880084,Bruce Springsteen-Jungleland
-2.8897945746990685,2.815295731455807,0.0,4.9008940469248135,0.9195842303079469,4.9081825443165705,0.8531538821653765,-1.681967079378206,1.5740359853831842,0.14842000511827302,2.4368338370630407,0.5454545454545454,2.4396451392592446,0.8181818181818181,32.866480140186916,-4.264844380050889,-3.970291913552122,4.59262824337531,1.5740359853831842,-0.610909082322973,74.50294500302559,-1.9879955676223404,-1.6094379124341003,1.1849618437430152,0.39747571807468574,-1.6094379124341003,0.05118387921155643,1.363304842895192,4.2424278445541885,-2.0288722729061512,-0.45198512374305744,-1.021519739342831,2.2067371342039177,-0.14842000511827347,4.393941088784828,0.49145299145299143,4.418469176124285,0.5569153069153069,6.2615687863537,0.27463435705930517,0.0,Bruce Springsteen-Jungleland-193097,20.256663551401868,-1.5151922545825707,-0.9555114450274362,Bruce Springsteen-Jungleland
-3.0143020828240963,1.589106843650517,-0.7777045685880084,4.899299274038132,0.9572883744077547,4.905055619212358,0.8713735101039128,-2.3256857056558213,-1.6668200149004149,-2.2823823856765264,2.4170006499375623,0.7272727272727272,2.427169310447865,0.5151515151515151,21.11791121495327,-1.2616946664844098,-0.45198512374305744,4.517789740752653,1.3376964861540126,0.0,62.79894988715527,0.5785120041828459,0.9555114450274362,1.3229205948831424,2.0288722729061512,-0.45198512374305744,1.3119930962237096,1.6094379124340998,4.43677074733383,-1.0508504022242438,1.1486227092427708,-1.3924035232231669,-0.8903152454708942,-1.9042374526547452,4.345973406309912,0.5606060606060606,4.375773239258771,0.5215617715617715,6.069467528210244,0.7890777077787049,0.610909082322973,Bruce Springsteen-Jungleland-208608,28.189306074766357,1.7658800212402346,0.0,Bruce Springsteen-Jungleland
-2.5192869860210507,0.6534279007753718,0.610909082322973,4.821965387265099,0.8338670330069881,4.801542146233745,0.8952870663984913,-1.3378780547691786,-0.7890777077787052,0.45198512374305694,2.320695768374239,0.606060606060606,2.2970480836879212,0.6969696969696969,7.64284155125701,-0.13667290598927462,0.14842000511827302,2.4596811165104433,-1.376991968457577,-0.2984929885559966,74.74205335481899,-2.0288722729061512,-1.9042374526547452,1.5574360820889268,1.0397717886451765,1.363304842895192,-0.7301586455367646,0.2984929885559966,5.172889054720648,2.28050400991879,-0.9555114450274362,-0.5919147312478535,-1.2616946664844098,0.14842000511827302,3.257831314288021,0.4591215417226401,3.10206386627398,0.5061227482410627,2.3266587022209992,-2.5332366206681325,-1.1486227092427712,Bruce Springsteen-Jungleland-232,25.612107126168226,1.4446159715548752,3.9702919135521175,Bruce Springsteen-Jungleland
-2.0954248461356806,-1.8359865126968198,-1.363304842895192,4.820803911706552,0.8680986554556568,4.801360751299754,0.8866238392543111,-0.9113186738468229,-3.3761552456299904,-3.970291913552122,2.364331997767899,0.5151515151515151,2.3709328230979003,0.3636363636363636,24.35846378504673,-2.114703553648216,-0.7777045685880084,3.3840213046429337,0.30075415401913363,2.282382385676525,74.50160269571762,-1.96802407231382,-1.363304842895192,0.8207563817491024,-1.8181263450687972,-3.970291913552122,0.5970859680503977,-0.610909082322973,4.450352153690907,-0.9637930658591582,1.6094379124340998,-0.19219243084721502,-3.9922466921990907,-3.970291913552122,2.45460388623773,0.36525279012062906,2.2771702591852683,0.3579513850207664,5.703734102369572,3.1377213883419737,2.8332133440562153,Bruce Springsteen-Jungleland-234521,24.49393691588785,0.5877866649021188,1.1486227092427708,Bruce Springsteen-Jungleland
-2.464344130371259,0.45098836313224816,0.14842000511827302,4.868096146812974,0.8151095412632178,4.860441594690765,0.8604739624478874,-1.5319231876636459,0.5508309583796897,1.363304842895192,2.438497492898943,0.4545454545454545,2.4167242042814654,0.7272727272727272,24.69441939252337,-2.2554228165792076,-1.1486227092427712,3.3449456396610517,0.1281066826763475,1.363304842895192,69.25616848117653,-0.5692614907349991,0.610909082322973,1.2488585261900416,0.9637930658591582,-1.1486227092427712,0.5692614907349988,1.1486227092427708,4.236835483605492,-2.071073292009319,-0.7777045685880084,-0.6430336385477657,-1.0287514871396928,0.45198512374305694,3.2875714891480428,0.4108696625409547,3.194974000711313,0.37795334447059614,5.8060705421780145,2.183090066401314,1.6094379124340998,Bruce Springsteen-Jungleland-251332,23.264248831775703,-0.21403296324375087,-0.14842000511827347,Bruce Springsteen-Jungleland
